PE (V):30000, 3rd Electrode (V):15000, x_width (mm):0, y_height (mm):0, 1st Solenoid wire current (A):3.5089755545322, 2st Solenoid wire current (A):5.1642817615398
ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
1,591.09765709709,-0.4417153926925,-0.90068571168026,2385.1314356135,-1.6014706247799,-1.0844462038195
2,591.08890651806,0.11523433543246,0.21349137919841,2385.0932517706,0.3908384793331,0.25660675575612
3,591.07997369091,1.9674825066209,-0.65943722437817,2385.2830385981,2.6243419666082,-2.9739035114097
4,591.02445875789,0.95701304449681,-5.109817519809,2386.7070697376,-3.5302314718773,-8.1252776578911
5,591.01592605406,-3.9926530040759,-1.7407456717638,2386.0938975665,-7.7615710633792,1.1574955003282
6,591.02113447577,4.2437138812689,2.5091129828096,2386.4758382536,8.5731698310528,-0.40276713617384
7,591.02884100746,-4.6703522355421,2.9154301320334,2387.0266631227,-3.4902599266636,8.3766269357799
8,591.04557635981,6.072593639259,0.40081512461165,2388.2420493819,6.5593670381656,-5.3882965656363
9,591.02398557326,5.1430161801629,0.37922009414288,2386.6632361805,7.6635098419305,-4.3743195244609
10,591.03547833287,4.9801427156715,3.124608462159,2387.5891163965,8.9916330483033,-0.98424854722978
11,591.02197399754,1.017857138489,4.9378193238235,2386.5649170742,6.1838356244629,6.1430637601816
12,591.02978430267,1.2077467518197,2.5907574842515,2385.4810651977,4.4410747308117,3.0549546064527
13,591.01455136228,-2.1870139368055,-3.1821477107413,2385.8464223677,-6.4737423947263,-2.9017610829988
14,591.02153690368,-4.5306333044742,-2.0789983924935,2386.517432376,-8.5485055223725,1.3169875331049
15,591.04730501532,-1.5888556422454,-5.886587573007,2388.348542506,-7.179486757669,-4.2672953570591
16,591.01501844732,-2.7619216900081,-2.3675327732737,2385.7508605211,-6.6374323260214,-1.1081004888006
17,591.0169732675,2.7335311661402,-2.1262258177164,2385.6777646173,2.3284233934705,-6.0067574235392
18,591.01419955809,0.75311820543012,5.5496029597729,2390.1846366633,5.3542863327718,-0.31430971368558
19,591.04263451544,-0.73445829786678,-6.008664151907,2388.0750112854,-6.5219092730445,-5.7353663624994
20,591.01583643231,-1.5767975880309,3.9765178174002,2386.0558269711,1.3822703913305,7.6064980617216
21,591.01522076337,-3.4647572933709,0.97870391918491,2385.7383701512,-4.561602034804,4.8659638661978
22,591.015987069,-3.7341365613255,-2.2770052534094,2386.1042629979,-7.872039465042,0.095763032022276
23,591.01575121488,3.9808395201948,-1.0400980274972,2385.9670127513,5.1647508331837,-5.4145690199808
24,591.07581046221,5.3999427337777,-0.58285244088766,2390.4318779447,-1.2094967506118,-5.0855061971031
25,591.01368483416,-0.35608099705864,-0.13853118584689,2385.0949703532,-0.72263341261889,0.099178388706303
26,591.0196656634,4.8009963516195,0.29361032214407,2386.3862807235,7.3539931171975,-4.1545974882165
27,591.06129970856,5.3433563661033,-0.26325285534281,2390.5172217246,-1.3833769212515,-5.0471900934642
28,591.04887984207,-0.48644549847925,-5.2600687889285,2390.5979492239,-4.8833626926683,1.9828648695776
29,591.01676132834,1.9024706699824,4.1179562994444,2386.2033415018,6.8005001660039,4.383620744732
30,591.03855095531,-0.47262134859753,-5.9343026052614,2387.7628053654,-6.2128447516879,-6.4311519805971
31,591.02404572618,0.8252057622162,5.0962495855348,2386.6692041057,6.0385640111875,6.4409422252815
32,591.05172336786,5.8399295909816,-1.6217540589003,2389.0791641955,2.5310496175665,-6.7067397419832
33,591.05506295968,5.1826182922368,-3.2322866135488,2388.787937935,1.1933342920527,-7.6146661832136
34,591.01888134387,-3.2780195842036,-0.48453171008875,2385.6254633264,-5.717394539646,2.3584126796603
35,591.01501392667,-3.5869258760685,0.64313203331531,2385.7528889388,-5.0631303069706,4.4478961727319
36,591.03580475238,0.79803733895887,-5.8349627162257,2387.6096070255,-4.6118311817073,-7.769220922539
37,591.0212086728,0.57230990494279,4.9043882668359,2386.4814313685,5.517857883394,6.5858421498525
38,591.0240449581,-1.677840613613,2.5124963992909,2385.5249635556,-0.314147286142,5.6741116337123
39,591.0595986587,-2.0381757433327,-1.0690197790318,2385.3328808578,-4.3783855970759,0.1902737421455
40,591.01636356264,-1.7846715634374,3.0140046614662,2385.6921925208,0.038098468043287,6.509862886548
41,591.05441441404,-4.2443420061286,-4.3958426997771,2388.7622412984,-7.7472429069811,0.37232430650505
42,591.06436775066,1.0247472876757,-1.1480231499372,2385.1955634219,0.60868702214986,-2.8942872432864
43,591.0010068482,1.354447077986,0.37738324284487,2385.1809173901,2.6219174424822,-0.66729115149339
44,591.03031912703,1.9389920610892,-5.283964874071,2387.1836517386,-2.5071595577824,-8.7683564122682
45,591.01586176718,-4.194701827374,1.0304228732958,2386.075062553,-5.4350475456529,5.5863161415958
46,591.01013620632,-0.85062122204627,1.6179478689786,2385.2386363308,0.13624205196718,3.5011197063373
47,591.04256080879,6.0266417567421,-0.55362797017357,2388.0690387826,5.936857573586,-6.346258563632
48,591.02486425575,-5.2015632470475,-0.55028349001065,2386.7345409336,-7.8319421734086,4.1953649069261
49,591.03508564259,-4.9763178524167,-3.103397907109,2387.5624074985,-9.0066355039477,0.9814158801145
